Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Average (median) waiting time (in weeks),Month
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,119783,19.9276457883369,October-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2207,3.23932926829268,October-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,44,5.0,October-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,12443,15.5678466076696,October-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29763,11.9130190796857,October-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28546,15.2119944211994,October-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33122,12.6062124248497,October-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,74667,15.1177024482109,October-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35438,12.7123015873016,October-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83590,15.6159420289855,October-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16749,19.6511299435028,October-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,89370,16.6886657101865,October-2024
Y60,RLQ,WYE VALLEY NHS TRUST,24416,15.3093922651934,October-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17751,14.1675191815857,October-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,48325,14.413567839196,October-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25801,12.4346210995542,October-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,41310,13.0562730627306,October-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,39,4.9,October-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,25636,14.7986463620981,October-2024
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,4657,3.04659090909091,October-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,14901,16.8509036144578,October-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,115348,17.4041211101766,October-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107171,16.2666789531884,October-2024
Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71833,16.915239220319,October-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,112629,15.2248961218837,October-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,59778,15.330755502677,October-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,87344,15.1762835074966,October-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76066,16.8284671532847,October-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,47713,19.3518134715026,October-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16479,11.9810469314079,October-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,973,8.35714285714286,October-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,164041,16.9995875721749,October-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,98303,17.374764949229,October-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26139,15.106864274571,October-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36144,20.6787678767877,October-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,92593,15.704862674471,October-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7411,12.7879464285714,October-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,78196,16.7109330280481,October-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31969,15.87775202781,October-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33971,14.0061590145577,October-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,65218,14.1256038647343,October-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84064,17.0748873873874,October-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,34188,19.4530303030303,October-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,322,28.2857142857143,October-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,46166,14.3404255319149,October-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,57660,14.2952871870398,October-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,196986,18.7822410147992,October-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,47262,14.2445030782762,October-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,81555,13.9573310423826,October-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5701,10.2305389221557,October-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,22979,15.8518850987433,October-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,39748,15.7686996547756,October-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,4316,5.07262569832402,October-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70379,15.9443061605476,October-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,845,5.26056338028169,October-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16091,17.0451895043732,October-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,16419,13.9192307692308,October-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12406,13.8041237113402,October-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,34355,17.8449008498584,October-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,143367,16.7067874604544,October-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,42838,16.5418933623504,October-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,19953,12.0651041666667,October-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",53381,16.3891871165644,October-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32518,10.3574144486692,October-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,51,1.59375,October-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1514,2.92123287671233,October-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,36537,16.2462025316456,October-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,34661,14.5148026315789,October-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,33405,15.0106783919598,October-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58679,14.7752707581227,October-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,66276,15.1749716874292,October-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,60828,9.43656938653961,October-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,34887,13.3926728586171,October-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,44046,15.7778730703259,October-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23115,11.7773876404494,October-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14298,11.0729166666667,October-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,12134,11.9349845201238,October-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21931,9.65178571428571,October-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,32094,13.0906002265006,October-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,96769,12.698258804907,October-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,44817,14.1944696282865,October-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38096,14.6110444177671,October-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,56498,14.2219873150106,October-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12101,10.9278481012658,October-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,87287,11.7348328518366,October-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100932,11.0283540802213,October-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34934,10.209273947529,October-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,57512,13.9078864353312,October-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,19926,9.7436974789916,October-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80487,14.8360244988864,October-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35193,10.800621669627,October-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",233,5.13888888888889,October-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55326,13.562018220042,October-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,4037,4.54702194357367,October-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,39391,11.2798594847775,October-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,184,42.92,October-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,550,7.7,October-2024
Y56,R1H,BARTS HEALTH NHS TRUST,127232,15.4527075812274,November-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,92390,19.0378103837472,November-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,111904,15.0349907918969,November-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8139,10.9324324324324,November-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,28382,11.3592342342342,November-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,27002,16.6746143057503,November-2024
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,39002,13.4544419134396,November-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",57713,11.1333523700742,November-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,129230,14.4819041408543,November-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,66407,15.0463851567498,November-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,33911,11.0860091743119,November-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,67344,12.7832847424684,November-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,87436,14.3436734693878,November-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,25327,11.7575163398693,November-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,7665,11.1087786259542,November-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33281,7.46851311953353,November-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2096,18.2105263157895,November-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,2068,3.80864197530864,November-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,62264,12.6009268795057,November-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,34681,10.9328291814947,November-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74506,14.0362204724409,November-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1969,27.474358974359,November-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50386,11.8824604141291,November-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,91602,14.6916260522818,November-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,67388,13.1512027491409,November-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,54998,12.1693121693122,November-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,32869,12.1784064665127,November-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,21693,14.3351293103448,November-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,39833,12.7290178571429,November-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,41968,10.0803571428571,November-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,59549,12.5658938377059,November-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,70905,14.4991638795987,November-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,553,8.10714285714286,November-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48587,13.1802832244009,November-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40095,16.6425149700599,November-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,27773,14.5488466757123,November-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,73496,10.5917464996315,November-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,43935,11.2112622826909,November-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,14607,15.78125,November-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,36879,15.5030940594059,November-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5239,12.0348837209302,November-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,82908,17.3433734939759,November-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60329,12.5648599269184,November-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,62255,15.8569641367807,November-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,35579,9.76381509032944,November-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52321,14.2187257187257,November-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,30583,12.0370165745856,November-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,41354,17.6405295315682,November-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,19392,15.1984435797665,November-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89724,14.3388783269962,November-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,56845,13.5584577114428,November-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49772,13.6566780821918,November-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85548,17.4576271186441,November-2024
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,3679,5.66885964912281,November-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,44541,10.4774086378738,November-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,121,7.04166666666667,November-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,57128,15.9076923076923,November-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,44262,15.3144424131627,November-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,117890,19.1581217057978,November-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2022,3.76071428571429,November-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,51,3.5,November-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,11593,15.3285714285714,November-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29940,11.1654320987654,November-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28938,15.3431085043988,November-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,32721,12.459900990099,November-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,72980,14.2894168466523,November-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,34537,12.4521951219512,November-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83741,15.7456097560976,November-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16961,18.9048387096774,November-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,89144,16.6661779081134,November-2024
Y60,RLQ,WYE VALLEY NHS TRUST,23951,15.1134122287968,November-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,18206,14.145652173913,November-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,46566,13.9784431137725,November-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25387,12.4831154684096,November-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,40972,12.7437550362611,November-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,45,3.9375,November-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,25691,14.4437269372694,November-2024
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,5265,2.77334851936219,November-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,14561,17.1366559485531,November-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,114872,17.20796812749,November-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,108777,16.5618791390728,November-2024
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,70933,16.6372340425532,November-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,113205,15.1246598639456,November-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,58159,15.3506787330317,November-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,86861,15.0007606490872,November-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,74775,16.5816326530612,November-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,47989,18.6588287488909,November-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16720,11.7585034013605,November-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1181,7.56349206349206,November-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,163477,16.6804973037747,November-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,98493,17.1390255905512,November-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25496,14.8011049723757,November-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34176,20.9709543568465,November-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,92850,15.654892601432,November-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7461,12.6032863849765,November-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,76729,16.8579396325459,November-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31669,15.6136712749616,November-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33801,14.332345971564,November-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,63827,13.6801215277778,November-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,83088,16.982012366498,November-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,41199,21.3946716232962,November-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,311,28.4166666666667,November-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,45750,14.0945945945946,November-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,56226,14.0457337883959,November-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,199578,18.8774147388505,November-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,48018,14.5356355620867,November-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,80378,13.4582089552239,November-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5805,10.2043269230769,November-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,22171,14.344277673546,November-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,38827,15.9527511961722,November-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,4051,4.94533333333333,November-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70335,15.5163782447466,November-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1153,5.45698924731183,November-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16334,17.0439024390244,November-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,15952,14.0854503464203,November-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12758,12.7962962962963,November-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,34389,18.2147988505747,November-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,139974,16.7324590163934,November-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,41728,16.1119909502262,November-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,18571,11.1244057052298,November-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",50902,16.1036414565826,November-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32448,10.0171790235081,November-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,61,2.1,November-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,2285,2.26093294460641,November-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,36627,16.1978873239437,November-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,34118,14.180790960452,November-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,32968,15.2601156069364,November-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58297,14.7347169811321,November-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,65261,14.9486754966887,November-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,59887,9.30761008978196,November-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,33643,12.9171810699588,November-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,43826,15.5320512820513,November-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22725,11.8625,November-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14010,10.5326086956522,November-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,12208,11.2742382271468,November-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21682,9.64565217391304,November-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31920,12.4763440860215,November-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,96285,12.7340956340956,November-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,43454,13.8852657004831,November-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,37872,14.9437125748503,November-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,56090,14.1525553012967,November-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12555,10.1430379746835,November-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,86191,11.3172568172568,November-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100442,10.8172496984318,November-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34681,10.0003300330033,November-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,55853,13.7613835376532,November-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20092,9.78058510638298,November-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,79506,14.6060279870829,November-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35154,10.7967346938776,November-2024
